invoice_id,date,description,amount,currency,room_number,category_true
INV02592,2024-03-23,RS #177: continental breakfast,47.22,GBP,399,Food & Beverage - Room Service
INV02593,2025-10-01,Airport shuttle round trip,215.98,EUR,337,Transportation
INV02594,2025-04-28,Wedding package deposit,475.7,EUR,191,Events & Meetings
INV02595,2024-12-31,Business center: printing 1 pages + scanning,1597.93,EUR,185,Events & Meetings
INV02596,2025-09-23,"mb: 1x juice, chocolate bar",23.44,EUR,125,Food & Beverage - Minibar
INV02597,2025-08-26,Club sandwich + french fries + juice,37.02,EUR,236,Food & Beverage - Restaurant
INV02598,2024-08-02,FLIPCHART + MARKERS + WHITEBOARD,642.61,USD,340,Events & Meetings
INV02599,2024-03-24,RS #234: continental breakfast,86.33,EUR,377,Food & Beverage - Room Service
INV02600,2024-01-30,Spa treatment - Swedish massage 60min,79.52,USD,233,Spa & Wellness
INV02601,2025-10-12,Deep tissue massage 60 minutes,275.24,EUR,459,Spa & Wellness
INV02602,2025-02-03,Spa day pass - pool + sauna + hammam,144.9,EUR,515,Spa & Wellness
INV02603,2024-07-28,DINNER: GRILLED SALMON WITH VEGETABLES,42.31,GBP,398,Food & Beverage - Restaurant
INV02604,2024-03-17,Housekeeping extra cleaning request,70.08,GBP,251,Laundry & Housekeeping
INV02605,2024-11-02,Steak medium rare with mashed potatoes,100.29,EUR,437,Food & Beverage - Restaurant
INV02606,2025-09-30,Rollaway bed - 5 nights,107.03,GBP,255,Room Charges
INV02607,2024-08-21,Room service: pasta + beer - Room 258,51.55,EUR,363,Food & Beverage - Room Service
INV02608,2025-05-20,Couples spa package: massage + facial,112.58,USD,338,Spa & Wellness
INV02609,2025-05-24,Extra bed added to Room 184,160.14,GBP,472,Room Charges
INV02610,2025-07-17,Pasta carbonara + garlic bread,36.9,EUR,273,Food & Beverage - Restaurant
INV02611,2024-12-19,Ironing svc - 7 pieces,59.7,EUR,185,Laundry & Housekeeping
INV02612,2025-02-11,Housekeeping extra cleaning request,60.31,EUR,189,Laundry & Housekeeping
INV02613,2025-05-13,Minibar 345: whisky miniature + mixer,9.09,EUR,485,Food & Beverage - Minibar
INV02614,2025-02-11,Pasta carbonara + garlic bread,70.69,EUR,403,Food & Beverage - Restaurant
INV02615,2024-03-18,HOUSEKEEPING EXTRA CLEANING REQUEST,62.86,EUR,229,Laundry & Housekeeping
INV02616,2025-01-18,Meeting room: half day + coffee break,1867.23,EUR,205,Events & Meetings
INV02617,2024-08-11,Hot stone massage - 120 min session,49.73,EUR,296,Spa & Wellness
INV02618,2024-09-11,RS #469: continental brkfst,40.51,GBP,313,Food & Beverage - Room Service
INV02619,2024-03-09,Room upgrade: Standard to Deluxe,54.04,EUR,132,Room Charges
INV02620,2024-08-05,Limo service to airport,69.58,USD,386,Transportation
INV02621,2025-01-19,Valet parking - 1 nights,142.11,USD,102,Transportation
INV02622,2024-08-19,Aromatherapy session 45min,278.44,EUR,331,Spa & Wellness
INV02623,2024-01-21,DRY CLEANING: 4 SUITS,47.07,GBP,410,Laundry & Housekeeping
INV02624,2024-09-28,Rm service: pasta + beer - Rm 104,88.55,USD,187,Food & Beverage - Room Service
INV02625,2025-09-18,2x espresso + 1 croissant,94.56,EUR,242,Food & Beverage - Restaurant
INV02626,2025-10-04,NIGHT RS 329: CHEESE TOASTIE + TEA,38.49,EUR,170,Food & Beverage - Room Service
INV02627,2024-03-29,AV equipment rental full day,1061.08,USD,153,Events & Meetings
INV02628,2024-10-26,Steak medium rare with mashed potatoes,55.99,EUR,255,Food & Beverage - Restaurant
INV02629,2024-04-21,Deep tissue massage 90 minutes,242.53,EUR,333,Spa & Wellness
INV02630,2024-04-22,Lunch set menu: soup + main + dessert,67.18,EUR,504,Food & Beverage - Restaurant
INV02631,2024-09-07,Turndown svc + extra towels,40.27,EUR,203,Laundry & Housekeeping
INV02632,2025-02-08,Spa day pass - pool + sauna + hammam,277.8,USD,139,Spa & Wellness
INV02633,2024-09-19,"MB:5 x juice, chocolate bar",57.01,EUR,374,Food & Beverage - Minibar
INV02634,2025-09-29,Airport shuttle round trip,156.71,EUR,324,Transportation
INV02635,2025-07-19,Yoga class - private session 45min,65.19,USD,387,Spa & Wellness
INV02636,2024-12-04,Facial treatment-  anti aging premium,319.06,EUR,397,Spa & Wellness
INV02637,2025-04-12,Room upgrade: Standard to Deluxe,171.92,EUR,497,Room Charges
INV02638,2025-04-20,Car rental arrangement - 1 days,31.44,USD,159,Transportation
INV02639,2025-01-09,Flipchart + markers + whiteboard,1907.19,USD,232,Events & Meetings
INV02640,2024-01-16,Thai green curry with jasmine rice,67.39,EUR,353,Food & Beverage - Restaurant
INV02641,2025-10-07,Rollaway bed - 5 nights,104.0,USD,106,Room Charges
INV02642,2024-10-03,Body scrub + wrap treatment,213.02,GBP,279,Spa & Wellness
INV02643,2024-04-25,Club sandwich + french fries + beer,64.99,EUR,125,Food & Beverage - Restaurant
INV02644,2024-01-20,Club sandw + french fries + coke,21.19,USD,231,Food & Beverage - Restaurant
INV02645,2024-06-29,Minibar consumption Room 410,17.3,EUR,117,Food & Beverage - Minibar
INV02646,2025-07-23,Couples spa package: massage + facial,78.03,EUR,253,Spa & Wellness
INV02647,2024-12-18,Dry cleaning: 6 suits,76.47,EUR,358,Laundry & Housekeeping
INV02648,2024-05-07,Room damage charge - broken lamp,185.38,EUR,329,Room Charges
INV02649,2025-04-30,Parking 3 days - underground,117.0,EUR,108,Transportation
INV02650,2024-03-25,Spa treatment - Swedish massage 60min,272.42,USD,430,Spa & Wellness
INV02651,2024-06-24,Facial treatment - anti aging premium,94.52,USD,285,Spa & Wellness
INV02652,2025-04-28,Laundry service - 1 items express,44.28,EUR,239,Laundry & Housekeeping
INV02653,2025-03-23,Parking 5 days - underground,162.96,EUR,446,Transportation
INV02654,2024-10-30,Dinner: grilled salmon with vegetables,21.6,EUR,435,Food & Beverage - Restaurant
INV02655,2024-01-30,Extra bed added to Room 228,188.53,EUR,486,Room Charges
INV02656,2024-11-24,Room service: sandwich + coffee - Room 287,81.54,EUR,294,Food & Beverage - Room Service
INV02657,2024-01-30,burger deluxe + onion rings + beer,27.83,EUR,123,Food & Beverage - Restaurant
INV02658,2025-04-17,Kids meal: chicken nuggets + juice,46.52,EUR,186,Food & Beverage - Restaurant
INV02659,2025-06-28,Steak medium rare with mashed potatoes,97.95,EUR,248,Food & Beverage - Restaurant
INV02660,2024-08-04,Business center: printing 5 pages + scanning,1752.73,EUR,356,Events & Meetings
INV02661,2025-05-06,2x espresso + 1 croissant,36.74,USD,501,Food & Beverage - Restaurant
INV02662,2024-02-26,Minibar 421: whisky miniature + mixer,32.59,EUR,248,Food & Beverage - Minibar
INV02663,2025-12-17,Spa day pass - pool + sauna + hammam,338.74,GBP,278,Spa & Wellness
INV02664,2025-09-08,Room service: omelette + tea - Room 182,27.97,GBP,298,Food & Beverage - Room Service
INV02665,2024-11-18,WEDDING PACKAGE DEPOSIT,932.67,EUR,506,Events & Meetings
INV02666,2025-02-17,Aromatherapy session 120min,303.83,EUR,169,Spa & Wellness
INV02667,2024-07-06,Airport shuttl eround trip,30.64,EUR,302,Transportation
INV02668,2024-09-14,Event space: cocktail rceeption 1 guests,450.89,GBP,123,Events & Meetings
INV02669,2025-08-27,Aromatherapy session 30min,321.21,USD,408,Spa & Wellness
INV02670,2024-10-29,"MB 477: 2 water, 1 coke, peanuts",36.53,USD,440,Food & Beverage - Minibar
INV02671,2025-08-20,Room 509 - late night snack + minibar,45.9,EUR,147,Food & Beverage - Room Service
INV02672,2025-11-15,Room esrvice order #508: burger + fries + coke,56.06,USD,256,Food & Beverage - Room Service
INV02673,2025-04-12,spa treatment - swedish massage 30min,219.18,EUR,141,Spa & Wellness
INV02674,2024-11-06,Minibar restock + consumption Rm484,29.59,USD,115,Food & Beverage - Minibar
INV02675,2025-05-27,pizza margherita + beer,87.42,EUR,458,Food & Beverage - Restaurant
INV02676,2024-07-01,breakfast buffet - 3 guests,22.44,EUR,306,Food & Beverage - Restaurant
INV02677,2025-03-17,RS: 2x club sandwich delivered to 143,51.52,EUR,335,Food & Beverage - Room Service
INV02678,2024-08-22,RS #471: continental breakfast,43.66,EUR,399,Food & Beverage - Room Service
INV02679,2025-03-22,Room service: burger + water - Room 177,36.06,EUR,315,Food & Beverage - Room Service
INV02680,2024-09-03,Night RS 208: cheese toastie + tea,69.46,EUR,499,Food & Beverage - Room Service
INV02681,2025-12-29,lunch set menu: soup + main + dessert,35.8,USD,418,Food & Beverage - Restaurant
INV02682,2025-01-04,Pizza Margherita + coffee,55.13,EUR,175,Food & Beverage - Restaurant
INV02683,2024-01-16,Club sandwich + french frise + juice,27.24,EUR,195,Food & Beverage - Restaurant
INV02684,2025-01-04,Event space: cocktail reception 4 guests,1013.08,EUR,492,Events & Meetings
INV02685,2025-07-29,"Minibar: 6x beer, 2x wine, chips",14.19,EUR,105,Food & Beverage - Minibar
INV02686,2025-09-02,Fish an dchips + coleslaw,75.98,EUR,384,Food & Beverage - Restaurant
INV02687,2025-01-29,Hot stone massage - 60 min session,113.35,USD,495,Spa & Wellness
INV02688,2024-08-02,Bicycle rental 5 hours,70.0,USD,319,Transportation
INV02689,2025-03-30,Rollaway bed - 4 nights,165.42,EUR,465,Room Charges
INV02690,2024-12-28,Event space: cocktail reception 4 guests,1902.37,EUR,282,Events & Meetings
INV02691,2025-07-15,Facial treatment - anti aging premium,329.02,EUR,190,Spa & Wellness
INV02692,2024-05-09,Manicure + pedicure combo,344.6,USD,255,Spa & Wellness
INV02693,2025-07-08,Spa day pass - pool + sauna + hammam,141.59,USD,326,Spa & Wellness
INV02694,2024-01-26,Mini bar: 3 soft drinks + snacks,32.78,USD,365,Food & Beverage - Minibar
INV02695,2024-11-19,Flipchart + markers + whiteboard,1705.85,EUR,245,Events & Meetings
INV02696,2025-03-16,Lunch set menu: soup + main + dessert,77.51,GBP,205,Food & Beverage - Restaurant
INV02697,2024-05-03,Projector + screen rental,531.36,EUR,124,Events & Meetings
INV02698,2024-12-04,Room service: omelette + juice - Room 107,33.9,GBP,467,Food & Beverage - Room Service
INV02699,2025-10-24,Valet parking - 5 nights,229.22,GBP,420,Transportation
INV02700,2025-07-18,ROOM SERVICE: BURGER + WATER - ROOM 242,52.49,USD,504,Food & Beverage - Room Service
INV02701,2024-12-11,"Minibar: 6x beer, 2x wine, chips",26.66,USD,155,Food & Beverage - Minibar
INV02702,2025-02-03,Night RS 171: cheese toastie + tea,71.46,EUR,135,Food & Beverage - Room Service
INV02703,2025-05-15,Couplse spa package: massage + facial,119.06,USD,131,Spa & Wellness
INV02704,2024-09-11,"MB 259: 2 water, 1 coke, peanuts",17.12,EUR,174,Food & Beverage - Minibar
INV02705,2025-04-24,Conference room rental - 30h,87.54,EUR,254,Events & Meetings
INV02706,2025-01-01,extra bed added to room 457,41.41,EUR,364,Room Charges
INV02707,2024-05-25,Crib rental - 3 nights,109.47,EUR,179,Room Charges
INV02708,2025-10-09,Airport transfer - one way,149.55,EUR,190,Transportation
INV02709,2024-06-29,Parking 2 days - underground,182.96,USD,173,Transportation
INV02710,2024-03-16,Dry cleaning: 5 siuts,26.84,USD,381,Laundry & Housekeeping
INV02711,2025-03-27,Spa day pass - pool + sauna + hammam,336.88,USD,197,Spa & Wellness
INV02712,2024-11-25,Minibar consumption Room 294,53.17,EUR,266,Food & Beverage - Minibar
INV02713,2025-03-15,Pasta carbonara + garlic bread,21.34,EUR,116,Food & Beverage - Restaurant
INV02714,2024-06-08,Steak medium rare with mashed potatoes,36.49,EUR,231,Food & Beverage - Restaurant
INV02715,2025-07-17,Room service order #463: burger + fries + coke,70.66,EUR,398,Food & Beverage - Room Service
INV02716,2025-09-26,Room 157 - late night snack + minibar,32.7,EUR,305,Food & Beverage - Room Service
INV02717,2024-06-08,Cheese platter + glass of wine,58.0,EUR,426,Food & Beverage - Restaurant
INV02718,2024-09-13,Pizza Margherita + juice,76.82,USD,478,Food & Beverage - Restaurant
INV02719,2024-03-31,Bicycle rental 5 hours,27.62,USD,166,Transportation
INV02720,2025-05-21,Rollaway bed - 6 nights,39.07,EUR,123,Room Charges
INV02721,2025-10-04,Pasta carbonara + garlic bread,38.42,EUR,138,Food & Beverage - Restaurant
INV02722,2025-06-07,Burger deluxe + onion rings + awter,33.13,USD,364,Food & Beverage - Restaurant
INV02723,2024-08-18,Yoga class - private session 60min,347.2,EUR,451,Spa & Wellness
INV02724,2025-01-21,2x espresso + 1 croissant,89.44,USD,233,Food & Beverage - Restaurant
INV02725,2024-11-09,Wedding package deposit,1916.32,EUR,352,Events & Meetings
INV02726,2024-07-27,Aromatherapy session 30min,306.02,USD,338,Spa & Wellness
INV02727,2025-07-07,Dry cleaning: 3 suits,20.46,EUR,186,Laundry & Housekeeping
INV02728,2024-01-30,room service: burger + water - room 375,45.76,EUR,480,Food & Beverage - Room Service
INV02729,2024-08-26,rs #412: continental breakfast,87.33,EUR,302,Food & Beverage - Room Service
INV02730,2024-05-19,Spa day pass - pool + sauna+  hammam,118.73,USD,214,Spa & Wellness
INV02731,2024-08-04,Room safe deposit box,124.53,EUR,377,Room Charges
INV02732,2025-02-08,Extra bed added to Room 477,112.11,GBP,410,Room Charges
INV02733,2024-01-01,Minibar consumption Room 428,63.44,EUR,388,Food & Beverage - Minibar
INV02734,2024-10-22,Fish and chips + coleslaw,24.28,USD,313,Food & Beverage - Restaurant
INV02735,2025-08-07,breakfast buffet - 6 guests,18.17,EUR,300,Food & Beverage - Restaurant
INV02736,2025-02-25,Hot stone massage - 90 min session,97.68,EUR,203,Spa & Wellness
INV02737,2024-07-23,Cheese platter + glass of wine,52.16,EUR,128,Food & Beverage - Restaurant
INV02738,2025-08-04,RS #497: continental breakfast,34.71,EUR,170,Food & Beverage - Room Service
INV02739,2025-06-15,Club sandwich + french fries + coke,110.81,USD,339,Food & Beverage - Restaurant
INV02740,2024-06-03,Taxi arrangement to city center,51.93,EUR,412,Transportation
INV02741,2025-11-07,Express laundry same day - 5 items,36.33,USD,445,Laundry & Housekeeping
INV02742,2024-12-19,Manicure + pedicure combo,168.3,GBP,500,Spa & Wellness
INV02743,2025-02-03,Event space: cocktail reception 3 guests,1155.69,USD,428,Events & Meetings
INV02744,2025-01-20,Ironing svc - 1 pieces,59.96,EUR,319,Laundry & Housekeeping
INV02745,2024-04-15,AV equipment rental flul day,1992.06,EUR,135,Events & Meetings
INV02746,2024-12-29,Spa day pass - pool + sauna + hammam,98.93,EUR,376,Spa & Wellness
INV02747,2024-03-19,Sushi platter 12 pcs,42.55,EUR,158,Food & Beverage - Restaurant
INV02748,2024-07-14,Fish and chips + coleslaw,51.27,USD,464,Food & Beverage - Restaurant
INV02749,2025-05-01,Room service: omelette + tea - Room 245,49.05,EUR,191,Food & Beverage - Room Service
INV02750,2024-12-24,Dry cleaning: 6 suits,31.87,EUR,212,Laundry & Housekeeping
INV02751,2025-07-27,Late checkout fee - Room 162,174.0,EUR,347,Room Charges
INV02752,2025-04-10,Couples spa package: massage + facial,126.91,EUR,326,Spa & Wellness
INV02753,2025-09-04,Burger deluxe + onion rings + tea,103.26,GBP,512,Food & Beverage - Restaurant
INV02754,2025-05-26,Room service order #477: burger + fries + coke,56.33,USD,400,Food & Beverage - Room Service
INV02755,2025-04-22,Mini bar: 5 soft drinks + snacks,28.91,USD,259,Food & Beverage - Minibar
INV02756,2025-03-20,Meeting room: half day + coffee break,429.84,EUR,460,Events & Meetings
INV02757,2025-02-22,Pizza Margherita + beer,27.74,EUR,434,Food & Beverage - Restaurant
INV02758,2024-06-24,Manicure + pedicure combo,148.28,EUR,130,Spa & Wellness
INV02759,2025-12-16,Minibar 456: whisky miniature + mixer,62.59,EUR,262,Food & Beverage - Minibar
INV02760,2025-01-02,Limo service to airport,94.72,USD,191,Transportation
INV02761,2025-05-21,room upgrade: standard to deluxe,92.3,USD,315,Room Charges
INV02762,2024-06-27,Wedding package deposit,1983.8,EUR,473,Events & Meetings
INV02763,2025-03-13,Spa day pass - pool + sauna + hammam,89.95,EUR,302,Spa & Wellness
INV02764,2025-08-16,Meetingr oom: half day + coffee break,1361.91,EUR,247,Events & Meetings
INV02765,2024-05-08,Bicycle rental 6 hours,169.82,USD,207,Transportation
INV02766,2024-12-03,Room 497: breakfast in bed - full english,81.09,EUR,173,Food & Beverage - Room Service
INV02767,2024-10-14,"MB: 7x juice, chocolate bar",21.46,EUR,286,Food & Beverage - Minibar
INV02768,2024-09-20,Sushi platter 12 pcs,85.74,EUR,152,Food & Beverage - Restaurant
INV02769,2024-01-29,Pasta carbonara + garlic bread,42.38,GBP,285,Food & Beverage - Restaurant
INV02770,2025-08-10,Aromatherapy session 60min,199.76,GBP,352,Spa & Wellness
INV02771,2024-07-29,Event space: cocktail reception 3 guests,922.91,EUR,137,Events & Meetings
INV02772,2025-06-28,night rs 113: cheese toastie + tea,94.49,EUR,362,Food & Beverage - Room Service
INV02773,2025-09-27,Room service order #484: burger + fries + coke,60.84,EUR,331,Food & Beverage - Room Service
INV02774,2024-03-11,Conference room rental - 45h,608.96,EUR,473,Events & Meetings
INV02775,2025-05-02,Express laundry same day - 6 items,76.95,USD,307,Laundry & Housekeeping
INV02776,2024-10-19,room 284: breakfast in bed - full english,61.49,GBP,396,Food & Beverage - Room Service
INV02777,2025-09-05,Spa treatment - Swedish massage 30min,67.18,EUR,433,Spa & Wellness
INV02778,2025-08-06,Dinner: grilled salmon with vegetables,43.38,USD,322,Food & Beverage - Restaurant
INV02779,2025-10-18,Yoga class - private session 120min,248.77,EUR,417,Spa & Wellness
INV02780,2025-10-14,Room service: soup + wine - Room 191,69.75,EUR,192,Food & Beverage - Room Service
INV02781,2025-07-26,Business center: prinitng 7 pages + scanning,690.77,EUR,215,Events & Meetings
INV02782,2024-06-20,IRONING SERVICE - 1 PIECES,23.96,EUR,275,Laundry & Housekeeping
INV02783,2024-08-07,Thai green curry with jasmine rice,40.49,EUR,190,Food & Beverage - Restaurant
INV02784,2025-09-29,Projector + screen rental,538.31,EUR,449,Events & Meetings
INV02785,2025-05-01,Sushi platter 12 pcs,14.71,USD,173,Food & Beverage - Restaurant
INV02786,2025-06-12,Hot stone massage - 30 min session,62.88,USD,459,Spa & Wellness
INV02787,2024-02-22,Caesar salad + sparkling water,82.34,USD,337,Food & Beverage - Restaurant
INV02788,2024-01-25,Sushi platter 12 pcs,13.45,EUR,391,Food & Beverage - Restaurant
INV02789,2024-10-06,Laundry svc - 1 items express,8.53,USD,130,Laundry & Housekeeping
INV02790,2024-09-01,Facial treatment - anti aging premium,50.6,GBP,334,Spa & Wellness
INV02791,2024-02-12,Housekeeping extra cleaning request,54.6,EUR,306,Laundry & Housekeeping
INV02792,2024-02-22,Steak medium rare with mashed potatoes,74.77,EUR,467,Food & Beverage - Restaurant
INV02793,2024-05-05,Fish and chips + coleslaw,23.46,EUR,186,Food & Beverage - Restaurant
INV02794,2025-11-16,Wedding package deposit,1097.71,EUR,377,Events & Meetings
INV02795,2024-01-13,"MB 263: 2 water, 1 coke, peanuts",35.23,EUR,314,Food & Beverage - Minibar
INV02796,2024-04-17,Breakfast buffet - 5 guests,60.54,EUR,352,Food & Beverage - Restaurant
INV02797,2024-07-24,Fish and chips + coleslaw,59.12,USD,388,Food & Beverage - Restaurant
INV02798,2024-03-14,Early check-in surcharge,194.92,USD,330,Room Charges
INV02799,2025-08-12,Taxi arrangement to city center,239.88,USD,104,Transportation
INV02800,2024-02-28,2x espresso + 1 croissant,117.48,EUR,423,Food & Beverage - Restaurant
INV02801,2025-06-01,"Minibar: 3x beer, 2x wine, chips",46.39,USD,203,Food & Beverage - Minibar
