review_id,hotel,date,reviewer_country,trip_type,rating,review_text,sentiment_true,aspect_cleanliness,aspect_staff,aspect_food,aspect_location,aspect_value
R1536,City Center Hotel,2025-05-09,GD,Solo,4,Absolutely wonderful stay! The location was exceptional and the staff exceeded all expectations.,positive,4,5,5,4,5
R1537,Grand Resort Hotel,2024-06-01,NO,Couple,5,Can't say enough good things about this place. Great price for what you get and Staff remembered our names which was a nice touch.,positive,4,4,4,4,4
R1538,City Center Hotel,2025-12-24,CZ,Family,1,Not worth the money. the neighborhood felt unsafe at night and waited 20 minutes for someone to help us.,negative,3,2,3,2,3
R1539,City Center Hotel,2025-02-17,TL,Leisure,4,"Mixed feelings about this hotel. Beautiful surroundings with ocean view. Unfortunately, the minibar prices were outrageous.",mixed,4,3,4,4,1
R1540,Grand Resort Hotel,2024-06-29,LA,Business,5,We had an amazing time. Ideal location for both business and leisure. Will definitely come back!,positive,4,5,4,5,5
R1541,Grand Resort Hotel,2025-11-25,KI,Business,5,Fantastic experience from start to finish. Reception team went above and beyond.,positive,4,4,5,5,4
R1542,Grand Resort Hotel,2025-06-24,VU,Family,5,Perfect hotel for our vacation. The location is unbeatable - right in the center and Impeccable cleanliness throughout.,positive,5,4,4,4,5
R1543,Grand Resort Hotel,2025-06-26,JO,Solo,4,Fantastic experience from start to finish. The chef prepared an incredible dinner.,positive,4,4,4,5,5
R1544,City Center Hotel,2024-07-06,MG,Leisure,2,Save your money and go elsewhere. staff was unresponsive to our requests. the room was not clean when we arrived.,negative,1,1,3,2,1
R1545,City Center Hotel,2024-03-30,CA,Family,4,The staff was great but the breakfast buffet ran out of items early. Would still recommend.,mixed,4,5,1,4,3
R1546,Grand Resort Hotel,2025-05-24,IR,Couple,5,We had an amazing time. Affordable luxury at its best. Will definitely come back!,positive,4,4,4,4,4
R1547,Grand Resort Hotel,2024-01-14,SB,Business,1,Not worth the money. the breakfast buffet ran out of items early and found hair in the bathroom.,negative,1,1,1,1,3
R1548,Grand Resort Hotel,2025-01-24,HR,Couple,5,Absolutely wonderful stay! The staff was exceptional and the food exceeded all expectations.,positive,4,4,5,5,4
R1549,Grand Resort Hotel,2025-03-30,MN,Leisure,1,Worst hotel experience in a long time. room service took over an hour.,negative,1,3,1,1,1
R1550,City Center Hotel,2024-10-14,IN,Solo,2,Hugely disappointed. staff was rude at the front desk. Will be filing a complaint.,negative,1,2,3,3,1
R1551,City Center Hotel,2024-06-15,LC,Leisure,4,"Overall a good stay, but the minibar prices were outrageous. On the positive side, The bathroom was sparkling clean.",mixed,4,4,4,3,2
R1552,City Center Hotel,2025-09-25,BO,Family,2,"Would not recommend. difficult to find parking near the hotel. For the price we paid, unacceptable.",negative,1,1,2,2,1
R1553,Grand Resort Hotel,2025-10-17,AD,Leisure,3,"Overall a good stay, but the reception seemed overwhelmed and disorganized. On the positive side, Ideal location for both business and leisure.",mixed,3,1,4,4,3
R1554,City Center Hotel,2025-10-06,CZ,Couple,5,One of the best hotels I've stayed at. Great price for what you get. Highly recommend!,positive,4,5,4,5,4
R1555,City Center Hotel,2025-01-14,TD,Couple,4,Exceeded our expectations in every way. The staff was outstanding.,positive,5,4,4,5,5
R1556,Grand Resort Hotel,2024-05-23,CY,Solo,5,One of the best hotels I've stayed at. Great price for what you get. Highly recommend!,positive,5,4,5,4,4
R1557,City Center Hotel,2024-07-30,LB,Leisure,4,Can't say enough good things about this place. The breakfast buffet was outstanding with great variety and Excellent value for money.,positive,4,4,5,4,5
R1558,City Center Hotel,2024-12-17,CY,Business,5,Best hotel experience we've had in years. The concierge gave amazing restaurant recommendations.,positive,4,5,4,4,4
R1559,City Center Hotel,2025-06-05,MW,Family,3,"Overall a good stay, but difficult to find parking near the hotel. On the positive side, Staff remembered our names which was a nice touch.",mixed,3,4,3,1,4
R1560,City Center Hotel,2025-01-01,PE,Couple,5,A truly memorable stay. Ideal location for both business and leisure. We'll be back for sure!,positive,5,5,5,5,4
R1561,Grand Resort Hotel,2024-10-27,WS,Business,5,A truly memorable stay. Room service was fast and the food was excellent. We'll be back for sure!,positive,4,4,4,4,4
R1562,City Center Hotel,2024-01-04,QA,Couple,5,Can't say enough good things about this place. Excellent value for money and Beautiful surroundings with ocean view.,positive,4,5,5,4,5
R1563,City Center Hotel,2025-08-07,BJ,Couple,1,Not worth the money. waited 20 minutes for someone to help us and the room was not clean when we arrived.,negative,1,1,3,2,1
R1564,Grand Resort Hotel,2024-07-23,CG,Solo,4,"Everything was perfect - Housekeeping did an amazing job, Great price for what you get. 10/10.",positive,5,5,5,4,4
R1565,Grand Resort Hotel,2025-12-09,TR,Leisure,2,Not worth the money. location was far from the city center and not worth the price at all.,negative,1,3,2,1,2
R1566,City Center Hotel,2024-01-14,NP,Couple,5,"Everything was perfect - Room service was fast and the food was excellent, Great price for what you get. 10/10.",positive,5,5,4,4,4
R1567,City Center Hotel,2024-10-29,ZA,Solo,4,Exceeded our expectations in every way. The staff was outstanding.,positive,4,5,5,4,5
R1568,City Center Hotel,2025-07-23,IT,Family,1,Below expectations. staff was rude at the front desk. Staff seemed disinterested.,negative,3,2,3,3,2
R1569,City Center Hotel,2025-10-21,CY,Leisure,5,Absolutely wonderful stay! The location was exceptional and the staff exceeded all expectations.,positive,5,5,5,5,4
R1570,City Center Hotel,2024-03-18,BW,Business,2,Very disappointing stay. room service took over an hour and much cheaper options with better quality nearby.,negative,3,3,2,3,2
R1571,City Center Hotel,2024-01-16,LI,Leisure,4,Absolutely wonderful stay! The location was exceptional and the food exceeded all expectations.,positive,4,4,4,5,4
R1572,City Center Hotel,2025-04-01,CN,Leisure,4,One of the best hotels I've stayed at. Service was impeccable from check-in to checkout. Highly recommend!,positive,5,4,4,5,4
R1573,City Center Hotel,2025-10-11,EG,Leisure,3,A solid 3-star experience. Staff remembered our names which was a nice touch but much cheaper options with better quality nearby.,mixed,3,5,3,3,2
R1574,Grand Resort Hotel,2024-06-15,MV,Leisure,5,We had an amazing time. The rooms were spotlessly clean. Will definitely come back!,positive,4,5,4,5,4
R1575,Grand Resort Hotel,2025-06-09,MH,Leisure,5,One of the best hotels I've stayed at. The concierge gave amazing restaurant recommendations. Highly recommend!,positive,4,4,5,4,4
R1576,Grand Resort Hotel,2024-05-02,LB,Family,3,"Mixed feelings about this hotel. Excellent value for money. Unfortunately, noisy area with construction nearby.",mixed,3,4,3,2,4
R1577,Grand Resort Hotel,2024-07-26,SA,Couple,1,Save your money and go elsewhere. not worth the price at all. the lobby area was dirty.,negative,1,3,2,3,2
R1578,City Center Hotel,2025-01-10,NO,Couple,5,We had an amazing time. Room service was fast and the food was excellent. Will definitely come back!,positive,4,4,5,5,4
R1579,Grand Resort Hotel,2024-02-29,RO,Leisure,3,A solid 3-star experience. The concierge gave amazing restaurant recommendations but the restaurant food was overpriced and bland.,mixed,3,5,1,3,4
R1580,Grand Resort Hotel,2025-12-07,MD,Family,5,Absolutely wonderful stay! The location was exceptional and the staff exceeded all expectations.,positive,4,4,4,4,5
R1581,City Center Hotel,2024-03-16,NG,Family,1,Very disappointing stay. no one seemed to care about guest satisfaction and not worth the price at all.,negative,1,1,2,1,2
R1582,Grand Resort Hotel,2025-03-08,UY,Family,2,Save your money and go elsewhere. staff was rude at the front desk. the neighborhood felt unsafe at night.,negative,1,1,2,1,2
R1583,Grand Resort Hotel,2024-08-11,ZW,Business,4,Exceeded our expectations in every way. The staff was outstanding.,positive,5,4,5,5,4
R1584,City Center Hotel,2025-08-19,LT,Family,5,We had an amazing time. Everything was pristine and well-maintained. Will definitely come back!,positive,4,4,5,4,4
R1585,City Center Hotel,2025-10-21,CU,Family,2,Hugely disappointed. the room was not clean when we arrived. Will be filing a complaint.,negative,1,3,2,2,3
R1586,City Center Hotel,2024-05-26,TD,Family,3,The staff was great but found hair in the bathroom. Would still recommend.,mixed,2,4,4,3,3
R1587,Grand Resort Hotel,2024-11-29,HN,Family,3,"Overall a good stay, but breakfast was mediocre and limited options. On the positive side, Great price for what you get.",mixed,3,4,1,3,5
R1588,Grand Resort Hotel,2024-06-30,MV,Leisure,5,Best hotel experience we've had in years. The staff was incredibly friendly and helpful.,positive,4,5,5,5,5
R1589,City Center Hotel,2025-03-27,NL,Family,1,Hugely disappointed. location was far from the city center. Will be filing a complaint.,negative,1,3,2,2,1
R1590,Grand Resort Hotel,2024-09-21,SY,Leisure,4,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,4,5,5,4,5
R1591,City Center Hotel,2025-04-20,SB,Couple,1,Not worth the money. the lobby area was dirty and way overpriced for what you get.,negative,1,2,1,1,1
R1592,City Center Hotel,2024-06-19,SO,Couple,5,We had an amazing time. Affordable luxury at its best. Will definitely come back!,positive,4,4,5,5,4
R1593,Grand Resort Hotel,2025-04-13,SN,Leisure,3,Good but not great. Impeccable cleanliness throughout. The downside was much cheaper options with better quality nearby.,mixed,4,3,4,3,1
R1594,City Center Hotel,2024-12-07,SA,Couple,4,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,5,4,4,5,4
R1595,City Center Hotel,2024-09-15,SN,Leisure,5,Perfect hotel for our vacation. The staff was incredibly friendly and helpful and Everything was pristine and well-maintained.,positive,5,4,5,5,5
R1596,City Center Hotel,2025-06-19,SO,Couple,4,"Mixed feelings about this hotel. Housekeeping did an amazing job. Unfortunately, staff was rude at the front desk.",mixed,5,1,4,3,4
R1597,City Center Hotel,2024-01-08,GT,Leisure,4,"The hotel has potential. Everything was pristine and well-maintained, yet way overpriced for what you get.",mixed,4,4,4,3,1
R1598,Grand Resort Hotel,2024-03-01,MV,Family,4,One of the best hotels I've stayed at. Beautiful surroundings with ocean view. Highly recommend!,positive,5,4,5,5,4
R1599,Grand Resort Hotel,2024-11-28,BS,Solo,5,"Can't say enough good things about this place. Perfect location, walking distance to everything and Restaurant food was absolutely delicious.",positive,4,5,5,4,5
R1600,City Center Hotel,2024-07-26,TT,Couple,2,Not worth the money. location was far from the city center and the lobby area was dirty.,negative,1,2,3,1,2
R1601,Grand Resort Hotel,2024-11-18,VC,Leisure,5,One of the best hotels I've stayed at. Worth every penny spent. Highly recommend!,positive,4,4,5,5,5
R1602,City Center Hotel,2025-12-14,NL,Solo,3,Decent stay. Everything was pristine and well-maintained but room service took over an hour. Room for improvement.,mixed,5,3,1,4,4
R1603,Grand Resort Hotel,2025-12-29,SL,Solo,5,Best hotel experience we've had in years. The concierge gave amazing restaurant recommendations.,positive,4,4,4,4,5
R1604,Grand Resort Hotel,2024-02-13,TR,Leisure,5,Best hotel experience we've had in years. Room service was fast and the food was excellent.,positive,5,4,4,5,5
R1605,City Center Hotel,2024-08-19,MD,Business,4,The staff was great but housekeeping missed our room twice. Would still recommend.,mixed,1,4,3,4,4
R1606,City Center Hotel,2024-08-25,AE,Business,2,Hugely disappointed. the neighborhood felt unsafe at night. Will be filing a complaint.,negative,2,1,2,2,3
R1607,City Center Hotel,2025-09-25,GN,Leisure,1,Save your money and go elsewhere. difficult to find parking near the hotel. room service took over an hour.,negative,1,2,1,1,1
R1608,City Center Hotel,2024-04-01,ME,Solo,5,Best hotel experience we've had in years. Best hotel breakfast I've ever had.,positive,5,4,4,5,4
R1609,City Center Hotel,2024-05-06,BT,Leisure,1,"Would not recommend. housekeeping missed our room twice. For the price we paid, unacceptable.",negative,2,3,2,1,1
R1610,City Center Hotel,2024-05-24,GW,Business,4,Absolutely wonderful stay! The staff was exceptional and the location exceeded all expectations.,positive,4,5,5,5,4
R1611,City Center Hotel,2024-07-29,ML,Family,3,"Decent stay. Perfect location, walking distance to everything but room service took over an hour. Room for improvement.",mixed,3,3,2,4,4
R1612,City Center Hotel,2025-08-28,AD,Leisure,5,We had an amazing time. Reception team went above and beyond. Will definitely come back!,positive,5,4,5,5,5
R1613,City Center Hotel,2025-09-08,GA,Family,3,Good but not great. Great location near public transport. The downside was the breakfast buffet ran out of items early.,mixed,3,3,1,5,3
R1614,City Center Hotel,2025-04-02,AM,Family,2,Below expectations. food quality was poor for a hotel at this price. Staff seemed unhelpful.,negative,3,1,2,2,1
R1615,City Center Hotel,2025-01-03,ML,Business,3,Good but not great. The location is unbeatable - right in the center. The downside was the carpets looked stained and old.,mixed,2,3,3,5,3
R1616,City Center Hotel,2025-12-08,TH,Leisure,5,One of the best hotels I've stayed at. Reception team went above and beyond. Highly recommend!,positive,4,4,5,4,4
R1617,City Center Hotel,2024-04-13,PY,Couple,3,Decent stay. Impeccable cleanliness throughout but difficult to find parking near the hotel. Room for improvement.,mixed,5,4,4,1,3
R1618,Grand Resort Hotel,2024-06-07,CR,Couple,5,Exceeded our expectations in every way. The value was outstanding.,positive,4,4,4,4,5
R1619,Grand Resort Hotel,2025-07-04,CG,Leisure,3,"The hotel has potential. The chef prepared an incredible dinner, yet very far from public transportation.",mixed,4,4,5,1,4
R1620,City Center Hotel,2024-09-18,BH,Couple,4,Perfect hotel for our vacation. Service was impeccable from check-in to checkout and The breakfast buffet was outstanding with great variety.,positive,5,4,4,4,4
R1621,City Center Hotel,2025-01-28,MG,Couple,5,Can't say enough good things about this place. Impeccable cleanliness throughout and Reception team went above and beyond.,positive,5,4,4,4,4
R1622,City Center Hotel,2024-03-10,ML,Family,5,We had an amazing time. The rooms were spotlessly clean. Will definitely come back!,positive,5,4,4,5,4
R1623,City Center Hotel,2024-12-27,CU,Business,4,Good but not great. Best hotel breakfast I've ever had. The downside was staff was unresponsive to our requests.,mixed,3,1,4,4,4
